text,aspect,polarity,text_clean,aspect_clean,macro_aspect
Wouldn't recomend it for dinner!,dinner,negative,wouldn't recomend it for dinner!,dinner,food
Sauce was watery and the food didn't have much flavor.,Sauce,negative,sauce was watery and the food didn't have much flavor.,sauce,food
Sauce was watery and the food didn't have much flavor.,food,negative,sauce was watery and the food didn't have much flavor.,food,food
Sauce was watery and the food didn't have much flavor.,flavor,negative,sauce was watery and the food didn't have much flavor.,flavor,food
My husband and I enjoy Sangria.,Sangria,positive,my husband and i enjoy sangria.,sangria,food
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,we both opted for a pasta dish and they were served timely and fresh.,pasta dish,food
We both opted for a pasta dish and they were served timely and fresh.,served,positive,we both opted for a pasta dish and they were served timely and fresh.,served,service
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative,"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,food
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,food
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral,"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,food
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,overall
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",food,food
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,"in an area sadly lacking in decent thai food, this is one of the best spots.",thai food,food
Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,tell them herky sent you and get a free confused look from the waiter.,waiter,service
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,negative,make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,hosting staff,service
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,negative,make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservations,service
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,neutral,make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservation,service
The food was average or above including some surprising tasty dishes.,food,positive,the food was average or above including some surprising tasty dishes.,food,food
The food was average or above including some surprising tasty dishes.,dishes,positive,the food was average or above including some surprising tasty dishes.,dishes,food
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,food
Other apetizers and food,food,neutral,other apetizers and food,food,food
The noodle and rices dishes taste great.,noodle and rices dishes,positive,the noodle and rices dishes taste great.,noodle and rices dishes,food
The food's as good as ever.,food,positive,the food's as good as ever.,food,food
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,"the crust is thin, the ingredients are fresh and the staff is friendly.",crust,food
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,"the crust is thin, the ingredients are fresh and the staff is friendly.",staff,service
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,"the crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,food
Also a little more expensive than your average bagel place.,bagel,neutral,also a little more expensive than your average bagel place.,bagel,food
"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,"the food was undercooked-the sauce watery, and the vegetables raw.",food,food
"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative,"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,food
"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,negative,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,food
And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,positive,and the fried clams had just enough kick to them to make 'em worth eating.,fried clams,food
The sauces used are also not that exciting.,sauces,negative,the sauces used are also not that exciting.,sauces,food
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,food
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive,the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,food
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive,the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,food
The rice was poor quality and was cooked so badly it was hard.,rice,negative,the rice was poor quality and was cooked so badly it was hard.,rice,food
The rice was poor quality and was cooked so badly it was hard.,quality,negative,the rice was poor quality and was cooked so badly it was hard.,quality,overall
The rice was poor quality and was cooked so badly it was hard.,cooked,negative,the rice was poor quality and was cooked so badly it was hard.,cooked,food
We had champagne and caviar and felt like princesses!,champagne,positive,we had champagne and caviar and felt like princesses!,champagne,food
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive,the shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,food
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive,the shrimp scampi was excellent and the antipasti were plentiful.,antipasti,food
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,neutral,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,food
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive,"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,service
There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral,there is also very limited seating and there can be a substantial wait in getting food at peak times.,food,food
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative,there is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,service
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,neutral,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",martini,food
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",bar,food
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Roast Chicken,positive,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",roast chicken,food
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative,"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,service
The prices are wonderfully low.,prices,positive,the prices are wonderfully low.,prices,price
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,if you like spicy food get the chicken vindaloo.,chicken vindaloo,food
If you like spicy food get the chicken vindaloo.,spicy food,neutral,if you like spicy food get the chicken vindaloo.,spicy food,food
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive,i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,food
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive,"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,food
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,food
No free drink.,drink,neutral,no free drink.,drink,food
This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,this is my first time writing a review for a restaurant because the food and service was excellent.,food,food
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,this is my first time writing a review for a restaurant because the food and service was excellent.,service,service
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral,"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,food
The two star chefs left quite some time ago to open their own place.,chefs,neutral,the two star chefs left quite some time ago to open their own place.,chefs,service
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,positive,they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,back garden,food
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,i have never before eaten 40 pieces of relatively good nigiri.,nigiri,food
"Given the incredible architecture surrounding it, this place has no character.",architecture,positive,"given the incredible architecture surrounding it, this place has no character.",architecture,ambiance
"Given the incredible architecture surrounding it, this place has no character.",place,negative,"given the incredible architecture surrounding it, this place has no character.",place,ambiance
I'd call it an 'italian dinner'.,dinner,neutral,i'd call it an 'italian dinner'.,dinner,food
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive,"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,food
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative,"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,ambiance
Have frequented 'ino for several years and the food remains excellent.,food,positive,have frequented 'ino for several years and the food remains excellent.,food,food
"Their eggplant is so delicate, sweet tender!",eggplant,positive,"their eggplant is so delicate, sweet tender!",eggplant,food
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,"each bite of food at kai was indeed delicious, fresh, and elegant.",food,food
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,food
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,positive,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,food
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,price
My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,my friend got the mushroom pizza which tasted better.,mushroom pizza,food
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,negative,"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,food
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative,"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,food
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,food
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,neutral,"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,food
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,food
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive,"it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service.",place,ambiance
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,"it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service.",service,service
You should pass on the calamari.,calamari,negative,you should pass on the calamari.,calamari,food
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative,"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,food
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative,"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,food
Try the spicy wontons and the salt pepper shrimps.,spicy wontons,positive,try the spicy wontons and the salt pepper shrimps.,spicy wontons,food
Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,positive,try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,food
THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,positive,the food portions are really large.,food portions,food
The fries are yummy.,fries,positive,the fries are yummy.,fries,food
"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive,"friendly and informative staff, very attentive and prompt raw bar service.",staff,service
"Friendly and informative staff, very attentive and prompt raw bar service.",bar service,positive,"friendly and informative staff, very attentive and prompt raw bar service.",bar service,food
Best Taiwanese food in NY!,Taiwanese food,positive,best taiwanese food in ny!,taiwanese food,food
This place is a great stop for great food.,food,positive,this place is a great stop for great food.,food,food
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,positive,all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city.,pastas,food
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,homemade lasagna,positive,all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city.,homemade lasagna,food
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",dessert menu,food
And the prices were way to high for what you get.,prices,negative,and the prices were way to high for what you get.,prices,price
The staff ignored my friends and I the entire time we were there.,staff,negative,the staff ignored my friends and i the entire time we were there.,staff,service
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,"yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,service
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",music,ambiance
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive,"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady dj,price
"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,"i need at least three rolls to be full, and that's at least $14.00!",rolls,food
"Great wine list, reasonably priced.--Sara",wine list,positive,"great wine list, reasonably priced.--sara",wine list,food
"Great wine list, reasonably priced.--Sara",priced,positive,"great wine list, reasonably priced.--sara",priced,price
The hot dogs were cold in the middle and the buns were stale.,buns,negative,the hot dogs were cold in the middle and the buns were stale.,buns,food
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,"while the food was excellent, it wasn't cheap (though not extremely expensive either).",food,food
Beef noodle soup is good as well.,Beef noodle soup,positive,beef noodle soup is good as well.,beef noodle soup,food
Delivery service is great too.,Delivery service,positive,delivery service is great too.,delivery service,service
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive,"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.",food,food
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",flavors,positive,"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.",flavors,food
I recieved prompt service with a smile.,service,positive,i recieved prompt service with a smile.,service,service
They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,they pray to their food gods to make them into a good pizza like vt's.,pizza,food
The place was quiet and delightful.,place,positive,the place was quiet and delightful.,place,ambiance
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,food
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,food
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,positive,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,food
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,positive,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,food
"As much as I like the food there, I can't bring myself to go back.",food,positive,"as much as i like the food there, i can't bring myself to go back.",food,food
It looked like shredded cheese partly done - still in strips.,shredded cheese,negative,it looked like shredded cheese partly done - still in strips.,shredded cheese,food
The prices and ambience are especially great considering it's in the West Village.,prices,positive,the prices and ambience are especially great considering it's in the west village.,prices,price
The prices and ambience are especially great considering it's in the West Village.,ambience,positive,the prices and ambience are especially great considering it's in the west village.,ambience,ambiance
The soup is pretty good too.,soup,positive,the soup is pretty good too.,soup,food
It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,positive,it is so easy to get a reservation at a top place in nyc with a week's notice.,reservation,service
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,positive,i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,food
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,positive,i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,food
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,chef,positive,i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,chef,food
"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive,"if you go to roth's try to be served by mike, he is great!!",served,service
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,neutral,"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,food
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,ambiance
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,neutral,"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,service
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,negative,"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,service
I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,i always get the shabu-shabu dinner and the beef is always fresh.,shabu-shabu dinner,food
I always get the Shabu-Shabu dinner and the beef is always fresh.,beef,positive,i always get the shabu-shabu dinner and the beef is always fresh.,beef,food
The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative,the pizza was delivered cold and the cheese wasn't even fully melted!,pizza,food
The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative,the pizza was delivered cold and the cheese wasn't even fully melted!,cheese,food
We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive,we were very surprised by how good the food was on our first visit here on a sunday night.,food,food
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,ambiance
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",wait staff,negative,"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",wait staff,service
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,negative,"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,food
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",pho,positive,"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",pho,food
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,positive,"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,food
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,service
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambiance,neutral,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambiance,ambiance
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,food
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",taste,negative,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",taste,food
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",choice,negative,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",choice,overall
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,negative,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,overall
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,negative,"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,price
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,bar scene,positive,i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,bar scene,food
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,"if i could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in nyc.",pizza,food
The food is amazing!!!!,food,positive,the food is amazing!!!!,food,food
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,food
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",portions,negative,"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",portions,overall
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,food
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,service
"For the price, you cannot eat this well in Manhattan.",price,positive,"for the price, you cannot eat this well in manhattan.",price,price
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,positive,"the owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,service
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,positive,"the owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,food
The atmosphere is great!!!,atmosphere,positive,the atmosphere is great!!!,atmosphere,ambiance
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,food
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,service
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,service
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,service
The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,the service is a little scatty at times but all is forgiven when the food arrives.,service,service
