text,aspect,polarity,text_clean,aspect_clean
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes
I cannot imagine better Indian food in all of the city.,Indian food,positive,i cannot imagine better indian food in all of the city.,indian food
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive,great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,positive,great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive,great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich
very good breads as well.,breads,positive,very good breads as well.,breads
"if this happens, just ask for real naan.",naan,neutral,"if this happens, just ask for real naan.",naan
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,negative,we were fans of the half-price saturday night option until some inedible squid during a recent visit.,squid
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,positive,we were fans of the half-price saturday night option until some inedible squid during a recent visit.,half-price saturday night option
"Pizza is terrific, as is homemade pasta.",Pizza,positive,"pizza is terrific, as is homemade pasta.",pizza
"Pizza is terrific, as is homemade pasta.",homemade pasta,positive,"pizza is terrific, as is homemade pasta.",homemade pasta
This is a wonderful place on all stand points especially value ofr money.,value ofr money,positive,this is a wonderful place on all stand points especially value ofr money.,value ofr money
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,positive,example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive,example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms
There are other people waiting!,waiting,negative,there are other people waiting!,waiting
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,positive,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,positive,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste
Consistently good Japanese Tapas.,Japanese Tapas,positive,consistently good japanese tapas.,japanese tapas
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,positive,"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive,"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive,"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",dishes
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",lamb sausages
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",sardines with biscuits
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",large whole shrimp
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive,"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",pistachio ice cream
The food is reliable and the price is moderate.,food,positive,the food is reliable and the price is moderate.,food
The food is reliable and the price is moderate.,price,neutral,the food is reliable and the price is moderate.,price
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",food
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,"while the ambiance and atmosphere were great, the food and service could have been a lot better.",service
The server was really cool and served us our food and drinks with a smile.,server,positive,the server was really cool and served us our food and drinks with a smile.,server
The server was really cool and served us our food and drinks with a smile.,food,neutral,the server was really cool and served us our food and drinks with a smile.,food
The server was really cool and served us our food and drinks with a smile.,drinks,neutral,the server was really cool and served us our food and drinks with a smile.,drinks
The server was really cool and served us our food and drinks with a smile.,served,positive,the server was really cool and served us our food and drinks with a smile.,served
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral,we were in search of food and stumbled on this block of indian restaurants on east sixth street.,food
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",sushi
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",thai food
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.",chef
I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,i had to share my table with a loud group of kids and the service was rude an unattentive.,service
I had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative,i had to share my table with a loud group of kids and the service was rude an unattentive.,table
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,positive,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive,"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.",outdoor seating
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive,"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,positive,"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream,positive,"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive,"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait
The food is usually good but it certainly isn't a relaxing place to go.,food,positive,the food is usually good but it certainly isn't a relaxing place to go.,food
The food is usually good but it certainly isn't a relaxing place to go.,place,negative,the food is usually good but it certainly isn't a relaxing place to go.,place
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff,positive,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare,positive,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles,positive,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,positive,"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz
The prices were fantastic.,prices,positive,the prices were fantastic.,prices
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive,"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,neutral,"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.",service
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,"it's not mind-blowing, but to me, thai food never is and never will be.",thai food
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,"i've been to sapphire twice and both times the food was fine, if not good.",food
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,negative,it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive,it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive,it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place
I love the fact that the pizza tastes so good and is so cheap.,pizza,positive,i love the fact that the pizza tastes so good and is so cheap.,pizza
Nicky the Nose at the bar is a treat.,bar,neutral,nicky the nose at the bar is a treat.,bar
"Service was prompt, friendly and great.",Service,positive,"service was prompt, friendly and great.",service
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive,"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive,"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive,"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive,"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil
The sushi was awful!,sushi,negative,the sushi was awful!,sushi
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,positive,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,meal
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,dishes,positive,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,dishes
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pastrami sandwich
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive,"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,negative,the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,neutral,the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-Fornini) pizza,positive,the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-fornini) pizza
"Late nite omelletes are not good here, there is no variety!",omelletes,negative,"late nite omelletes are not good here, there is no variety!",omelletes
"After all that, they complained to me about the small tip.",tip,negative,"after all that, they complained to me about the small tip.",tip
It's a great place to pick up a cheap lunch or dinner.,lunch,positive,it's a great place to pick up a cheap lunch or dinner.,lunch
It's a great place to pick up a cheap lunch or dinner.,dinner,positive,it's a great place to pick up a cheap lunch or dinner.,dinner
"Behind this counter, two men are squeezed in.",counter,negative,"behind this counter, two men are squeezed in.",counter
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,positive,"whenever you need a sushi fix, mizu will be there with quality fish and great service.",fish
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,"whenever you need a sushi fix, mizu will be there with quality fish and great service.",service
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Sushi fix,positive,"whenever you need a sushi fix, mizu will be there with quality fish and great service.",sushi fix
"Our waitress was sweet and accomodating, not overbearing.",waitress,positive,"our waitress was sweet and accomodating, not overbearing.",waitress
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative,"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive,"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere
"A large is $20, and toppings are about $3 each.",toppings,neutral,"a large is $20, and toppings are about $3 each.",toppings
brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive,brick oven gallery is my pick for best pizza restaurant anywhere.,pizza
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,negative,"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.",thai food
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,"growing up in ny, i have eaten my share of bagels.",bagels
"Oh, don't even let me start with how expensive the bills were!",bills,negative,"oh, don't even let me start with how expensive the bills were!",bills
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral,the scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,the scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive,"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,positive,"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,positive,"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive,"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,negative,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill
Service is top notch.,Service,positive,service is top notch.,service
The food now is inconsistent.,food,negative,the food now is inconsistent.,food
"You can also special order any kind of dumpling,etc.",dumpling,positive,"you can also special order any kind of dumpling,etc.",dumpling
I was pretty much full after our fondue appetizer.,fondue appetizer,neutral,i was pretty much full after our fondue appetizer.,fondue appetizer
BE CAREFUL before you request extra spice.,spice,neutral,be careful before you request extra spice.,spice
The octopus eaters were floored by the Octopus salad.,Octopus salad,positive,the octopus eaters were floored by the octopus salad.,octopus salad
We thought that this place is using too much of MSG cooking in the foods.,foods,negative,we thought that this place is using too much of msg cooking in the foods.,foods
We thought that this place is using too much of MSG cooking in the foods.,MSG cooking,negative,we thought that this place is using too much of msg cooking in the foods.,msg cooking
And the Tom Kha soup was pathetic.,Tom Kha soup,negative,and the tom kha soup was pathetic.,tom kha soup
I started out with a Bombay beer which was big enough for two.,Bombay beer,positive,i started out with a bombay beer which was big enough for two.,bombay beer
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths
Service was quick.,Service,positive,service was quick.,service
Drawbacks: service is slow and they don't toast!,service,negative,drawbacks: service is slow and they don't toast!,service
Went there for an office lunch.,office lunch,neutral,went there for an office lunch.,office lunch
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,positive,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,positive,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,positive,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,negative,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive,"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive,"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive,"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food
The best thing I tasted were the lambchops.,lambchops,positive,the best thing i tasted were the lambchops.,lambchops
The spicy tuna and salmon are the best we've ever had.,spicy tuna,positive,the spicy tuna and salmon are the best we've ever had.,spicy tuna
The spicy tuna and salmon are the best we've ever had.,salmon,positive,the spicy tuna and salmon are the best we've ever had.,salmon
"Even though its good seafood, the prices are too high.",seafood,positive,"even though its good seafood, the prices are too high.",seafood
"Even though its good seafood, the prices are too high.",prices,negative,"even though its good seafood, the prices are too high.",prices
"In addition, the food is very good and the prices are reasonable.",food,positive,"in addition, the food is very good and the prices are reasonable.",food
"In addition, the food is very good and the prices are reasonable.",prices,positive,"in addition, the food is very good and the prices are reasonable.",prices
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,positive,"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",owners
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",hosts,positive,"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",hosts
Been going here since it opened have seen the quality value decrease considerably.,quality value,negative,been going here since it opened have seen the quality value decrease considerably.,quality value
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,neutral,"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",meat dishes
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,positive,"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices
Reasonable prices.,prices,positive,reasonable prices.,prices
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,positive,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,positive,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables
